game_pk,date,hp_umpire,n_challenges
824253,2026-07-08,Alex MacKay,6
823360,2026-07-08,Edwin Moscoso,3
823848,2026-07-08,Laz Diaz,3
822957,2026-07-08,Doug Eddings,3
822710,2026-07-08,Mark Ripperger,3
823605,2026-07-08,Tyler Jones,3
824496,2026-07-08,Alfonso Márquez,4
823684,2026-07-08,Ryan Additon,9
824578,2026-07-08,David Rackley,3
823032,2026-07-08,Jen Pawol,4
822880,2026-07-08,Chad Fairchild,5
823928,2026-07-08,Steven Jaschinski,4
823279,2026-07-08,Willie Traynor,5
823359,2026-07-09,Nic Lentz,5
823606,2026-07-09,Manny Gonzalez,2
822954,2026-07-09,Mike Muchlinski,4
824816,2026-07-09,Paul Clemons,4
823683,2026-07-09,Ryan Blakney,6
824577,2026-07-09,Chris Guccione,4
824251,2026-07-09,Roberto Ortiz,2
823846,2026-07-09,Erich Bacchus,2
824494,2026-07-09,Mike Estabrook,3
823034,2026-07-09,Todd Tichenor,4
822877,2026-07-09,Bill Miller,4
823277,2026-07-09,Will Little,2
823201,2026-07-09,Junior Valentine,2
824252,2026-07-10,Hunter Wendelstedt,6
822709,2026-07-10,Nestor Ceja,5
824817,2026-07-10,Nick Mahrley,1
824493,2026-07-10,Jim Wolf,9
822955,2026-07-10,Tom Hanahan,1
823845,2026-07-10,Brian Walsh,5
823604,2026-07-10,Alan Porter,6
824575,2026-07-10,Emil Jimenez,4
822878,2026-07-10,Quinn Wolcott,3
823685,2026-07-10,Brian O'Nora,5
823033,2026-07-10,Jeremie Rehak,4
823278,2026-07-10,Clint Vondrak,3
823927,2026-07-10,Austin Jones,4
823200,2026-07-10,Ryan Wills,7
